DATE,GEPUCURRENT
2012-07-01,158.76027755816705
2012-08-01,122.54021881556066
2012-09-01,151.79496810668468
2012-10-01,158.45354068887798
2012-11-01,173.73503691022657
2012-12-01,168.44483043632994
2013-01-01,167.8310586349204
2013-02-01,125.6291748071528
2013-03-01,141.64808563836664
2013-04-01,134.51067592435405
2013-05-01,106.41400689215432
2013-06-01,120.39195988502732
2013-07-01,107.92503370944024
2013-08-01,118.71371523582746
2013-09-01,132.73182450331444
2013-10-01,157.46844983717486
2013-11-01,95.94995118652697
2013-12-01,118.23866375838239
2014-01-01,110.91725912508232
2014-02-01,97.94230243992739
2014-03-01,113.26003195317878
2014-04-01,101.10167421904129
2014-05-01,103.69684994336073
2014-06-01,86.2845488118701
2014-07-01,92.84427496309716
2014-08-01,98.96774623874916
2014-09-01,122.98476037633537
2014-10-01,118.76566931806575
2014-11-01,113.14089608806214
2014-12-01,111.53311822466823
2015-01-01,135.72387361706473
2015-02-01,112.23478114934841
2015-03-01,103.66975985357749
2015-04-01,101.30721819832235
2015-05-01,106.04256319476521
2015-06-01,117.47697540679835
2015-07-01,128.81290476566394
2015-08-01,130.92249166727083
2015-09-01,173.71976389675646
2015-10-01,124.61514437870058
2015-11-01,101.49864791970997
2015-12-01,113.24290647424095
2016-01-01,149.7309889036852
2016-02-01,154.92102178727566
2016-03-01,165.7292142440986
2016-04-01,143.91548265430066
2016-05-01,131.88729471716937
2016-06-01,242.0838708410283
2016-07-01,234.4799936476032
2016-08-01,143.1054991236831
2016-09-01,148.43965454115988
2016-10-01,133.45724002870986
2016-11-01,249.3929321345279
2016-12-01,220.96236567449563
2017-01-01,263.99278356445745
2017-02-01,200.62415491822682
2017-03-01,233.90871570336228
2017-04-01,179.63257907556724
2017-05-01,164.47270231943327
2017-06-01,169.04351051867042
2017-07-01,147.2349246177992
2017-08-01,140.10029652762563
2017-09-01,156.35642878579438
2017-10-01,148.63708340064525
2017-11-01,155.1310116346271
2017-12-01,148.6059010328469
2018-01-01,150.55384432953937
2018-02-01,123.84390478535703
2018-03-01,167.37343299007347
2018-04-01,155.74830526180062
2018-05-01,174.61024800500323
2018-06-01,176.6794985815877
2018-07-01,220.91509520958454
2018-08-01,178.86202220026297
2018-09-01,194.20607429673944
2018-10-01,219.54655790896427
2018-11-01,244.4869003535964
2018-12-01,268.48649980012226
2019-01-01,260.7255397880798
2019-02-01,204.49333801202374
2019-03-01,248.6641616116319
2019-04-01,190.02085833861594
2019-05-01,238.45577419391935
2019-06-01,312.9447413346693
2019-07-01,258.8224688362522
2019-08-01,314.890337999437
2019-09-01,271.82172679080224
2019-10-01,256.4402602921729
2019-11-01,251.25603837277978
2019-12-01,263.891380891335
2020-01-01,225.58854894823966
2020-02-01,227.86215791955095
2020-03-01,355.3909983027566
2020-04-01,356.18975855215746
2020-05-01,427.87363806152774
2020-06-01,326.39698770635096
2020-07-01,349.39039406601415
2020-08-01,299.27022682390776
2020-09-01,288.7909561792781
2020-10-01,305.42089710928775
2020-11-01,364.83580602698873
2020-12-01,293.5491418059472
2021-01-01,278.71888289352694
2021-02-01,214.29685753537416
2021-03-01,213.7440358608152
2021-04-01,197.53238946595178
2021-05-01,189.08854316336746
2021-06-01,177.33901176051333
2021-07-01,204.1813966508979
2021-08-01,214.0837931505475
2021-09-01,204.0791473911673
2021-10-01,193.55743085300762
2021-11-01,226.40110213307995
2021-12-01,263.93761129752716
2022-01-01,230.5529993620278
2022-02-01,190.77692798104636
2022-03-01,327.4786213856615
2022-04-01,299.4668009275785
2022-05-01,287.8928579282881
2022-06-01,272.2878744883647
2022-07-01,313.7256894614689
2022-08-01,255.09236963285
2022-09-01,279.8950655090912
2022-10-01,298.69870631738746
2022-11-01,329.315513301978
2022-12-01,260.6498389641644
2023-01-01,249.33582390554827
2023-02-01,245.4004513115982
2023-03-01,314.79723105071076
2023-04-01,233.68662306758856
2023-05-01,229.62698170211465
2023-06-01,222.9100471642658
