date,Mean Sale Price,state,Mean Home Value,mean,Metropolitan Area
2020-06-30,611823.0,"Salinas, CA",585060.342258871,2020.7393140960835,"Salinas, CA"
2020-07-31,650769.0,"Salinas, CA",586477.9431686443,2039.5617462559917,"Salinas, CA"
2020-08-31,707059.0,"Salinas, CA",591333.6971326392,2064.8399549132214,"Salinas, CA"
2020-09-30,745160.0,"Salinas, CA",599653.4467899335,2076.506797625342,"Salinas, CA"
2020-10-31,764135.0,"Salinas, CA",610394.9041850365,2092.4658902769074,"Salinas, CA"
2020-11-30,765323.0,"Salinas, CA",621693.9833391643,2110.0052960017742,"Salinas, CA"
2020-12-31,754001.0,"Salinas, CA",633239.7051182458,2125.0368892675942,"Salinas, CA"
2021-01-31,747384.0,"Salinas, CA",643595.1444983525,2129.710106816283,"Salinas, CA"
2021-02-28,742175.0,"Salinas, CA",653802.3245211635,2139.8567851647363,"Salinas, CA"
2021-03-31,768129.0,"Salinas, CA",663555.8606979921,2147.060072178719,"Salinas, CA"
2021-04-30,770790.0,"Salinas, CA",674768.6846698154,2175.78394535901,"Salinas, CA"
2021-05-31,769302.0,"Salinas, CA",686950.9547177865,2190.22859778118,"Salinas, CA"
2021-06-30,761563.0,"Salinas, CA",698746.4038552049,2207.663526745531,"Salinas, CA"
2021-07-31,759683.0,"Salinas, CA",708742.0105522621,2227.4948912284203,"Salinas, CA"
2021-08-31,777023.0,"Salinas, CA",715373.293828027,2242.343694286923,"Salinas, CA"
2021-09-30,771946.0,"Salinas, CA",719830.5143714524,2285.240403273212,"Salinas, CA"
2021-10-31,795603.0,"Salinas, CA",724253.5133460091,2299.218458418716,"Salinas, CA"
2021-11-30,779286.0,"Salinas, CA",729783.4405692342,2330.510820162451,"Salinas, CA"
2021-12-31,805393.0,"Salinas, CA",735457.7675936543,2335.1698097778058,"Salinas, CA"
2022-01-31,803208.0,"Salinas, CA",744836.9160520766,2370.709343299011,"Salinas, CA"
2022-02-28,823472.0,"Salinas, CA",758407.9029862519,2369.2199376435315,"Salinas, CA"
2022-03-31,830434.0,"Salinas, CA",776651.8351064023,2367.9086214628483,"Salinas, CA"
2022-04-30,835238.0,"Salinas, CA",792948.5553345927,2371.3083058466204,"Salinas, CA"
2022-05-31,840539.0,"Salinas, CA",804448.3640780152,2411.105227021028,"Salinas, CA"
2022-06-30,819626.0,"Salinas, CA",810262.5901875001,2455.126352538263,"Salinas, CA"
2022-07-31,827007.0,"Salinas, CA",809693.7708350532,2467.4355797733733,"Salinas, CA"
2022-08-31,803831.0,"Salinas, CA",803886.6715003588,2464.705966474905,"Salinas, CA"
2022-09-30,807784.0,"Salinas, CA",795391.6078958223,2489.86035816946,"Salinas, CA"
2022-10-31,784186.0,"Salinas, CA",788639.5006646058,2503.612813590442,"Salinas, CA"
2022-11-30,792519.0,"Salinas, CA",783545.4918358302,2511.4702888858983,"Salinas, CA"
2022-12-31,783602.0,"Salinas, CA",778157.2151870026,2491.785440486374,"Salinas, CA"
2023-01-31,796237.0,"Salinas, CA",771783.3370516124,2499.8885744981826,"Salinas, CA"
2018-08-31,573376.0,"San Diego, CA",581516.373365117,2151.661992468212,"San Diego, CA"
2018-09-30,574550.0,"San Diego, CA",582888.0874383913,2157.9036934361397,"San Diego, CA"
2018-10-31,571037.0,"San Diego, CA",584268.2045063014,2158.65251028492,"San Diego, CA"
2018-11-30,567283.0,"San Diego, CA",584993.3534634272,2155.6228960239173,"San Diego, CA"
2018-12-31,562931.0,"San Diego, CA",584814.8126424528,2151.006617531106,"San Diego, CA"
2019-01-31,569186.0,"San Diego, CA",584616.9149840273,2151.7684673316508,"San Diego, CA"
2019-02-28,571959.0,"San Diego, CA",584819.6821254699,2154.3784984391414,"San Diego, CA"
2019-03-31,573489.0,"San Diego, CA",586330.7682271142,2163.2926272097734,"San Diego, CA"
2019-04-30,570417.0,"San Diego, CA",588093.7790421278,2176.7018972912906,"San Diego, CA"
2019-05-31,568428.0,"San Diego, CA",589137.0615178185,2190.389662300772,"San Diego, CA"
2019-06-30,574681.0,"San Diego, CA",589867.5609252708,2203.2401236016485,"San Diego, CA"
2019-07-31,574670.0,"San Diego, CA",590097.4501944288,2214.229525546264,"San Diego, CA"
2019-08-31,578968.0,"San Diego, CA",591078.3620119761,2224.0401060310865,"San Diego, CA"
2019-09-30,573448.0,"San Diego, CA",591837.9919119785,2230.0151291643506,"San Diego, CA"
2019-10-31,576480.0,"San Diego, CA",593232.3345226393,2234.8470654837583,"San Diego, CA"
2019-11-30,582191.0,"San Diego, CA",595563.404329415,2232.297658003155,"San Diego, CA"
2019-12-31,585202.0,"San Diego, CA",598896.7905458029,2230.3151318206246,"San Diego, CA"
2020-01-31,590619.0,"San Diego, CA",602729.4192053095,2230.312745343,"San Diego, CA"
2020-02-29,592249.0,"San Diego, CA",607047.322727977,2238.031940757714,"San Diego, CA"
2020-03-31,595892.0,"San Diego, CA",611797.8255661195,2245.62595670305,"San Diego, CA"
2020-04-30,593718.0,"San Diego, CA",616701.3548030538,2235.06652535013,"San Diego, CA"
2020-05-31,586135.0,"San Diego, CA",619223.1652189369,2224.010567660932,"San Diego, CA"
2020-06-30,587988.0,"San Diego, CA",619840.9587484522,2220.569728887476,"San Diego, CA"
2020-07-31,600631.0,"San Diego, CA",620154.0884703902,2235.349937677109,"San Diego, CA"
2020-08-31,620540.0,"San Diego, CA",623210.0437627215,2248.018868751184,"San Diego, CA"
2020-09-30,637495.0,"San Diego, CA",629866.8155107336,2260.4221926729583,"San Diego, CA"
2020-10-31,643999.0,"San Diego, CA",638828.5458226822,2273.883355371038,"San Diego, CA"
2020-11-30,650098.0,"San Diego, CA",650107.5264406819,2289.86017167487,"San Diego, CA"
2020-12-31,654033.0,"San Diego, CA",661914.7483531937,2300.645439921407,"San Diego, CA"
2021-01-31,657007.0,"San Diego, CA",673510.6150589003,2307.6785228652952,"San Diego, CA"
2021-02-28,666733.0,"San Diego, CA",684439.004377204,2314.192292170018,"San Diego, CA"
2021-03-31,680018.0,"San Diego, CA",695758.2759089525,2333.0217731164244,"San Diego, CA"
2021-04-30,697014.0,"San Diego, CA",708789.7923572226,2365.8572337495257,"San Diego, CA"
2021-05-31,713352.0,"San Diego, CA",723611.2315271423,2410.717422516948,"San Diego, CA"
2021-06-30,729774.0,"San Diego, CA",738466.121139268,2457.0640098345552,"San Diego, CA"
2021-07-31,739902.0,"San Diego, CA",750854.328777723,2510.078079403616,"San Diego, CA"
2021-08-31,737520.0,"San Diego, CA",758123.9537225348,2571.351682446052,"San Diego, CA"
2021-09-30,737495.0,"San Diego, CA",761669.9059898886,2628.693787301152,"San Diego, CA"
2021-10-31,742008.0,"San Diego, CA",764802.2466707249,2671.1932048467893,"San Diego, CA"
2021-11-30,755191.0,"San Diego, CA",770621.2374499791,2697.765816303874,"San Diego, CA"
2021-12-31,763410.0,"San Diego, CA",779392.2530735111,2715.97568579802,"San Diego, CA"
2022-01-31,770696.0,"San Diego, CA",794389.127316371,2723.714469604052,"San Diego, CA"
2022-02-28,782126.0,"San Diego, CA",814642.0274288134,2745.96882633546,"San Diego, CA"
2022-03-31,800303.0,"San Diego, CA",839359.1239954596,2782.128259834751,"San Diego, CA"
2022-04-30,821606.0,"San Diego, CA",861501.7614624748,2838.6664904546,"San Diego, CA"
2022-05-31,840280.0,"San Diego, CA",878067.2896039054,2886.324209991286,"San Diego, CA"
2022-06-30,838222.0,"San Diego, CA",887268.260796432,2934.281926839588,"San Diego, CA"
2022-07-31,824856.0,"San Diego, CA",887726.5147070404,2973.3024201952217,"San Diego, CA"
2022-08-31,805402.0,"San Diego, CA",880509.1801710121,3008.747252319568,"San Diego, CA"
2022-09-30,797418.0,"San Diego, CA",868601.9329955912,3017.302130754351,"San Diego, CA"
2022-10-31,794630.0,"San Diego, CA",857792.2738934109,3013.3052835466565,"San Diego, CA"
2022-11-30,790251.0,"San Diego, CA",849524.0181716005,2985.888410818397,"San Diego, CA"
2022-12-31,783568.0,"San Diego, CA",842375.0892984662,2965.734147916188,"San Diego, CA"
2023-01-31,782686.0,"San Diego, CA",835466.4055736857,2949.864945231634,"San Diego, CA"
2018-08-31,1138521.0,"San Jose, CA",1158784.3272111006,2932.8927561614687,"San Jose, CA"
2018-09-30,1121256.0,"San Jose, CA",1169495.3918118917,2929.350246192941,"San Jose, CA"
2018-10-31,1133715.0,"San Jose, CA",1177581.7520928408,2918.253081758387,"San Jose, CA"
2018-11-30,1104818.0,"San Jose, CA",1180853.289048898,2900.6058611032336,"San Jose, CA"
2018-12-31,1081306.0,"San Jose, CA",1179077.854289728,2886.815930970414,"San Jose, CA"
2019-01-31,1060308.0,"San Jose, CA",1169053.374898441,2889.410735886078,"San Jose, CA"
2019-02-28,1060675.0,"San Jose, CA",1152091.096350138,2903.89927252745,"San Jose, CA"
2019-03-31,1074964.0,"San Jose, CA",1132404.0526671696,2926.5069795166573,"San Jose, CA"
2019-04-30,1071541.0,"San Jose, CA",1114588.0804451108,2942.313878112217,"San Jose, CA"
2019-05-31,1081461.0,"San Jose, CA",1101267.7616951645,2955.987826337564,"San Jose, CA"
2019-06-30,1088724.0,"San Jose, CA",1089398.4828150554,2970.040383744953,"San Jose, CA"
2019-07-31,1093803.0,"San Jose, CA",1082745.3120067627,2985.9735641669645,"San Jose, CA"
2019-08-31,1072981.0,"San Jose, CA",1079624.5977734637,3000.407991955915,"San Jose, CA"
2019-09-30,1055066.0,"San Jose, CA",1081912.677363396,2997.638846683705,"San Jose, CA"
2019-10-31,1048681.0,"San Jose, CA",1084193.9636020735,2982.8146820595084,"San Jose, CA"
2019-11-30,1064189.0,"San Jose, CA",1086964.6402734676,2965.823587173127,"San Jose, CA"
2019-12-31,1069104.0,"San Jose, CA",1090258.540699524,2960.809575001626,"San Jose, CA"
2020-01-31,1058897.0,"San Jose, CA",1096659.2226870994,2972.436453214868,"San Jose, CA"
2020-02-29,1073555.0,"San Jose, CA",1105933.9035934962,2989.1840224084667,"San Jose, CA"
2020-03-31,1083843.0,"San Jose, CA",1116138.0940822596,3008.9930181110235,"San Jose, CA"
2020-04-30,1109342.0,"San Jose, CA",1120613.2157331568,2996.9319056295994,"San Jose, CA"
2020-05-31,1102389.0,"San Jose, CA",1116046.505511293,2971.227130914457,"San Jose, CA"
2020-06-30,1103953.0,"San Jose, CA",1105237.622407676,2935.882206461644,"San Jose, CA"
2020-07-31,1112091.0,"San Jose, CA",1097700.456397038,2909.6044102803157,"San Jose, CA"
2020-08-31,1130375.0,"San Jose, CA",1099901.0105981396,2872.960720069768,"San Jose, CA"
2020-09-30,1150745.0,"San Jose, CA",1113327.6800777086,2834.337456595363,"San Jose, CA"
2020-10-31,1174697.0,"San Jose, CA",1132550.784107369,2788.1640135771822,"San Jose, CA"
2020-11-30,1181569.0,"San Jose, CA",1156342.104848273,2756.848307483702,"San Jose, CA"
2020-12-31,1188071.0,"San Jose, CA",1179282.8783785305,2730.447251300746,"San Jose, CA"
2021-01-31,1192628.0,"San Jose, CA",1196614.5488426615,2722.4695721351427,"San Jose, CA"
2021-02-28,1198696.0,"San Jose, CA",1207874.2053518388,2725.30043763588,"San Jose, CA"
2021-03-31,1218912.0,"San Jose, CA",1216426.3443727111,2740.678539608348,"San Jose, CA"
2021-04-30,1235176.0,"San Jose, CA",1230566.8525571222,2765.928490134852,"San Jose, CA"
2021-05-31,1257238.0,"San Jose, CA",1249293.769535127,2808.5796117780674,"San Jose, CA"
2021-06-30,1277348.0,"San Jose, CA",1269461.7200273492,2855.4915173078007,"San Jose, CA"
2021-07-31,1286507.0,"San Jose, CA",1287225.2222447523,2911.6211265898214,"San Jose, CA"
2021-08-31,1303422.0,"San Jose, CA",1300346.158195147,2954.343165051638,"San Jose, CA"
2021-09-30,1305238.0,"San Jose, CA",1311021.4204226003,2980.8884957956816,"San Jose, CA"
2021-10-31,1319146.0,"San Jose, CA",1321557.8436922587,2984.960672626069,"San Jose, CA"
2021-11-30,1334892.0,"San Jose, CA",1336046.1894575402,2978.335483017509,"San Jose, CA"
2021-12-31,1354908.0,"San Jose, CA",1356807.257615372,2977.060549791622,"San Jose, CA"
2022-01-31,1357214.0,"San Jose, CA",1388267.7261461543,2992.8410998526924,"San Jose, CA"
2022-02-28,1374290.0,"San Jose, CA",1427148.712054536,3025.154398807319,"San Jose, CA"
2022-03-31,1410153.0,"San Jose, CA",1469131.6341265384,3061.505467927739,"San Jose, CA"
2022-04-30,1462881.0,"San Jose, CA",1501855.0899749277,3105.1518311927075,"San Jose, CA"
2022-05-31,1476921.0,"San Jose, CA",1521261.3262916822,3142.456874661506,"San Jose, CA"
2022-06-30,1458823.0,"San Jose, CA",1522604.7421956535,3195.0660645972166,"San Jose, CA"
2022-07-31,1420049.0,"San Jose, CA",1511390.7320707191,3239.9424613150527,"San Jose, CA"
2022-08-31,1387147.0,"San Jose, CA",1491349.6073938722,3267.695434729562,"San Jose, CA"
2022-09-30,1364067.0,"San Jose, CA",252710.31921768197,3264.609601474553,"San Jose, CA"
2022-10-31,1350004.0,"San Jose, CA",1454324.560734232,3233.391545372394,"San Jose, CA"
2022-11-30,1339088.0,"San Jose, CA",1447308.0581251231,3197.972989905808,"San Jose, CA"
2022-12-31,1325255.0,"San Jose, CA",1443497.7887104724,3175.736698404761,"San Jose, CA"
2023-01-31,1328293.0,"San Jose, CA",1431676.040147266,3181.478132957115,"San Jose, CA"
2018-08-31,578011.0,"San Luis Obispo, CA",592871.1828973343,2193.1782097390246,"San Luis Obispo, CA"
2018-09-30,593434.0,"San Luis Obispo, CA",595040.169260728,2204.462816174956,"San Luis Obispo, CA"
2018-10-31,584768.0,"San Luis Obispo, CA",598016.0688125727,2201.36592479256,"San Luis Obispo, CA"
2018-11-30,587158.0,"San Luis Obispo, CA",600707.1333194176,2214.243225073896,"San Luis Obispo, CA"
2018-12-31,574840.0,"San Luis Obispo, CA",602425.7873440252,2231.4115335977644,"San Luis Obispo, CA"
2019-01-31,580832.0,"San Luis Obispo, CA",602983.4805316633,2245.088008161573,"San Luis Obispo, CA"
2019-02-28,573718.0,"San Luis Obispo, CA",602750.2055163729,2228.6425701398725,"San Luis Obispo, CA"
2019-03-31,576940.0,"San Luis Obispo, CA",602599.1786044228,2215.909775719108,"San Luis Obispo, CA"
2019-04-30,583844.0,"San Luis Obispo, CA",602433.7575479746,2225.4982280510344,"San Luis Obispo, CA"
2019-05-31,580933.0,"San Luis Obispo, CA",602528.6501185879,2249.0725930230965,"San Luis Obispo, CA"
2019-06-30,584367.0,"San Luis Obispo, CA",602118.4452733555,2259.205804873015,"San Luis Obispo, CA"
2019-07-31,580804.0,"San Luis Obispo, CA",602077.5471980093,2266.11230249742,"San Luis Obispo, CA"
2019-08-31,581538.0,"San Luis Obispo, CA",603273.5637266609,2264.2184353175853,"San Luis Obispo, CA"
2019-09-30,583369.0,"San Luis Obispo, CA",606171.4456174806,2263.6739895589085,"San Luis Obispo, CA"
2019-10-31,583785.0,"San Luis Obispo, CA",609824.3041788834,2277.4240217954307,"San Luis Obispo, CA"
2019-11-30,585750.0,"San Luis Obispo, CA",613497.1406570823,2261.7310296107976,"San Luis Obispo, CA"
2019-12-31,585550.0,"San Luis Obispo, CA",616915.295012026,2270.8422239231018,"San Luis Obispo, CA"
2020-01-31,593370.0,"San Luis Obispo, CA",620064.6337779086,2272.1102813687858,"San Luis Obispo, CA"
2020-02-29,601490.0,"San Luis Obispo, CA",623322.9882976823,2310.5244637841947,"San Luis Obispo, CA"
2020-03-31,600179.0,"San Luis Obispo, CA",626566.8593746879,2329.150465950631,"San Luis Obispo, CA"
2020-04-30,583559.0,"San Luis Obispo, CA",628634.5877581636,2329.739588966154,"San Luis Obispo, CA"
2020-05-31,570149.0,"San Luis Obispo, CA",628039.832378272,2316.6613462633354,"San Luis Obispo, CA"
2020-06-30,576529.0,"San Luis Obispo, CA",625628.3770186537,2309.8498680485527,"San Luis Obispo, CA"
2020-07-31,585465.0,"San Luis Obispo, CA",623642.798017349,2315.9665871017487,"San Luis Obispo, CA"
2020-08-31,612782.0,"San Luis Obispo, CA",626611.7401450288,2332.487740541404,"San Luis Obispo, CA"
2020-09-30,619761.0,"San Luis Obispo, CA",635533.2706887623,2325.915542130414,"San Luis Obispo, CA"
2020-10-31,639932.0,"San Luis Obispo, CA",648386.5565820995,2343.5339121070297,"San Luis Obispo, CA"
2020-11-30,648975.0,"San Luis Obispo, CA",662100.9976674219,2344.775466197823,"San Luis Obispo, CA"
2020-12-31,666844.0,"San Luis Obispo, CA",674345.2974674649,2398.337980350902,"San Luis Obispo, CA"
2021-01-31,668101.0,"San Luis Obispo, CA",683831.8675041299,2394.897005782414,"San Luis Obispo, CA"
2021-02-28,660366.0,"San Luis Obispo, CA",692101.1472533032,2421.615471767485,"San Luis Obispo, CA"
2021-03-31,659527.0,"San Luis Obispo, CA",699625.9859431792,2421.4614743160705,"San Luis Obispo, CA"
2021-04-30,685646.0,"San Luis Obispo, CA",709544.8776484559,2442.8155699202757,"San Luis Obispo, CA"
2021-05-31,702277.0,"San Luis Obispo, CA",720329.9821615001,2451.9851761148966,"San Luis Obispo, CA"
2021-06-30,722916.0,"San Luis Obispo, CA",731410.7830932603,2465.359970434718,"San Luis Obispo, CA"
2021-07-31,720981.0,"San Luis Obispo, CA",741034.8446766798,2516.7193453763502,"San Luis Obispo, CA"
2021-08-31,734263.0,"San Luis Obispo, CA",747802.9478839389,2557.953069550422,"San Luis Obispo, CA"
2021-09-30,725045.0,"San Luis Obispo, CA",753082.6957440058,2609.3904133775955,"San Luis Obispo, CA"
2021-10-31,733202.0,"San Luis Obispo, CA",759103.4701366272,2656.3999452438434,"San Luis Obispo, CA"
2021-11-30,734048.0,"San Luis Obispo, CA",767179.8296646035,2691.5418740660207,"San Luis Obispo, CA"
2021-12-31,747632.0,"San Luis Obispo, CA",776352.7859700195,2698.3307650902143,"San Luis Obispo, CA"
2022-01-31,762192.0,"San Luis Obispo, CA",788174.9070394402,2670.5960245738875,"San Luis Obispo, CA"
2022-02-28,780332.0,"San Luis Obispo, CA",803658.7591636552,2678.2250751542674,"San Luis Obispo, CA"
2022-03-31,789729.0,"San Luis Obispo, CA",822863.1594924311,2712.9332034290837,"San Luis Obispo, CA"
2022-04-30,799101.0,"San Luis Obispo, CA",841098.887329163,2803.2811324888958,"San Luis Obispo, CA"
2022-05-31,814997.0,"San Luis Obispo, CA",854926.0104668698,2857.513250753842,"San Luis Obispo, CA"
2022-06-30,837560.0,"San Luis Obispo, CA",862373.9820717139,2890.057083327457,"San Luis Obispo, CA"
2022-07-31,828416.0,"San Luis Obispo, CA",863630.4559279511,2896.2202442767643,"San Luis Obispo, CA"
2022-08-31,809535.0,"San Luis Obispo, CA",859827.2017459812,2873.721185288359,"San Luis Obispo, CA"
2022-09-30,792286.0,"San Luis Obispo, CA",853159.4187880171,2872.007358896347,"San Luis Obispo, CA"
2022-10-31,774671.0,"San Luis Obispo, CA",848152.5710449727,2855.369172853178,"San Luis Obispo, CA"
2022-11-30,788546.0,"San Luis Obispo, CA",845538.1955405629,2913.674761235098,"San Luis Obispo, CA"
2022-12-31,787718.0,"San Luis Obispo, CA",843490.7095481824,2928.30399784485,"San Luis Obispo, CA"
2023-01-31,787223.0,"San Luis Obispo, CA",837369.0381341839,2946.0552517696306,"San Luis Obispo, CA"
2018-08-31,793337.0,"Santa Cruz, CA",783796.0368079036,2683.9685839410004,"Santa Cruz, CA"
2018-09-30,792375.0,"Santa Cruz, CA",784561.6844388017,2660.3807009506486,"Santa Cruz, CA"
2018-10-31,795518.0,"Santa Cruz, CA",787230.4563152692,2642.0055828748605,"Santa Cruz, CA"
2018-11-30,794421.0,"Santa Cruz, CA",789034.9991870136,2627.376574853681,"Santa Cruz, CA"
2018-12-31,792156.0,"Santa Cruz, CA",787985.3930357285,2641.2391504097054,"Santa Cruz, CA"
2019-01-31,805356.0,"Santa Cruz, CA",785231.8917717626,2651.378035643389,"Santa Cruz, CA"
2019-02-28,807971.0,"Santa Cruz, CA",780143.348742181,2669.9908749607343,"Santa Cruz, CA"
2019-03-31,820615.0,"Santa Cruz, CA",777418.0073161828,2679.2030930147475,"Santa Cruz, CA"
2019-04-30,824554.0,"Santa Cruz, CA",776524.986004589,2675.6539815929195,"Santa Cruz, CA"
2019-05-31,826764.0,"Santa Cruz, CA",777995.2929176799,2700.391304009182,"Santa Cruz, CA"
2019-06-30,814613.0,"Santa Cruz, CA",779165.8297350061,2732.96274827914,"Santa Cruz, CA"
2019-07-31,793310.0,"Santa Cruz, CA",780771.9862796585,2755.7397804822854,"Santa Cruz, CA"
2019-08-31,794714.0,"Santa Cruz, CA",782188.2287017301,2741.121514557279,"Santa Cruz, CA"
2019-09-30,770629.0,"Santa Cruz, CA",783404.1539605825,2737.506519892696,"Santa Cruz, CA"
2019-10-31,772394.0,"Santa Cruz, CA",783641.470747706,2740.7054641774084,"Santa Cruz, CA"
2019-11-30,772116.0,"Santa Cruz, CA",783546.6913618468,2716.2581541317454,"Santa Cruz, CA"
2019-12-31,807674.0,"Santa Cruz, CA",783879.0852656466,2707.9972104248404,"Santa Cruz, CA"
2020-01-31,832713.0,"Santa Cruz, CA",785484.1492220039,2718.087513356162,"Santa Cruz, CA"
2020-02-29,823179.0,"Santa Cruz, CA",789653.9125099931,2763.797986870892,"Santa Cruz, CA"
2020-03-31,827540.0,"Santa Cruz, CA",795922.067611191,2773.997704482073,"Santa Cruz, CA"
2020-04-30,803310.0,"Santa Cruz, CA",801170.7043599976,2769.490368936299,"Santa Cruz, CA"
2020-05-31,813396.0,"Santa Cruz, CA",801598.3757478023,2765.119107437207,"Santa Cruz, CA"
2020-06-30,803094.0,"Santa Cruz, CA",800708.735073916,2756.108284945972,"Santa Cruz, CA"
2020-07-31,836257.0,"Santa Cruz, CA",803665.7426453201,2764.8420864694594,"Santa Cruz, CA"
2020-08-31,850237.0,"Santa Cruz, CA",814449.1284931513,2759.761345089424,"Santa Cruz, CA"
2020-09-30,879940.0,"Santa Cruz, CA",829907.4607638404,2783.019422629535,"Santa Cruz, CA"
2020-10-31,882234.0,"Santa Cruz, CA",847147.37556758,2801.466014648932,"Santa Cruz, CA"
2020-11-30,897128.0,"Santa Cruz, CA",864917.0087934892,2824.195321218778,"Santa Cruz, CA"
2020-12-31,882580.0,"Santa Cruz, CA",882258.4397975627,2810.4597930863647,"Santa Cruz, CA"
2021-01-31,911590.0,"Santa Cruz, CA",898769.7729139094,2804.0589285628757,"Santa Cruz, CA"
2021-02-28,921663.0,"Santa Cruz, CA",916257.4377159836,2840.544567911253,"Santa Cruz, CA"
2021-03-31,939815.0,"Santa Cruz, CA",934153.8664838308,2869.2468906335384,"Santa Cruz, CA"
2021-04-30,961247.0,"Santa Cruz, CA",954347.3740472262,2940.966000891478,"Santa Cruz, CA"
2021-05-31,1009730.0,"Santa Cruz, CA",976583.533500031,2949.3142423399327,"Santa Cruz, CA"
2021-06-30,1022409.0,"Santa Cruz, CA",999983.8683073156,3005.518568691834,"Santa Cruz, CA"
2021-07-31,1038988.0,"Santa Cruz, CA",1018271.0270876484,3008.6731208616934,"Santa Cruz, CA"
2021-08-31,1030901.0,"Santa Cruz, CA",1028103.8488731758,3085.3320728474228,"Santa Cruz, CA"
2021-09-30,1029574.0,"Santa Cruz, CA",1031359.8558281031,3150.3638796122177,"Santa Cruz, CA"
2021-10-31,975723.0,"Santa Cruz, CA",1037054.6176532815,3204.6269375865263,"Santa Cruz, CA"
2021-11-30,967403.0,"Santa Cruz, CA",1046122.0356340464,3190.3628075349075,"Santa Cruz, CA"
2021-12-31,979019.0,"Santa Cruz, CA",1058177.7377418347,3208.382100450594,"Santa Cruz, CA"
2022-01-31,1014552.0,"Santa Cruz, CA",1079710.7210375902,3240.653028478669,"Santa Cruz, CA"
2022-02-28,1053892.0,"Santa Cruz, CA",1110515.3124519829,3240.0583688103334,"Santa Cruz, CA"
2022-03-31,1143587.0,"Santa Cruz, CA",1150310.282150083,3254.320102200468,"Santa Cruz, CA"
2022-04-30,1209269.0,"Santa Cruz, CA",1184318.610455989,3271.4584540140195,"Santa Cruz, CA"
2022-05-31,1200726.0,"Santa Cruz, CA",1206970.1951224045,3372.5873194995784,"Santa Cruz, CA"
2022-06-30,1158726.0,"Santa Cruz, CA",1212903.1894253455,3419.415059630144,"Santa Cruz, CA"
2022-07-31,1112949.0,"Santa Cruz, CA",1201233.0826292168,3474.091758508641,"Santa Cruz, CA"
2022-08-31,1136425.0,"Santa Cruz, CA",1179249.0042592548,3496.668853257462,"Santa Cruz, CA"
2022-09-30,1126421.0,"Santa Cruz, CA",1156584.2851114806,3541.5504624784157,"Santa Cruz, CA"
2022-10-31,1162651.0,"Santa Cruz, CA",1141882.1400822697,3573.1352344384622,"Santa Cruz, CA"
2022-11-30,1105353.0,"Santa Cruz, CA",1133025.4077303866,3516.105874057248,"Santa Cruz, CA"
2022-12-31,1058566.0,"Santa Cruz, CA",1125125.336586086,3479.962656782865,"Santa Cruz, CA"
2023-01-31,1004982.0,"Santa Cruz, CA",1115028.944133943,3402.3800583753227,"Santa Cruz, CA"
2018-08-31,518682.0,"Santa Maria, CA",549345.5306084611,2330.233787916576,"Santa Maria, CA"
2018-09-30,535287.0,"Santa Maria, CA",550734.4496810497,2319.870835984171,"Santa Maria, CA"
2018-10-31,559119.0,"Santa Maria, CA",553940.0706653654,2334.265199290324,"Santa Maria, CA"
2018-11-30,569633.0,"Santa Maria, CA",556662.0108528397,2348.8015550781324,"Santa Maria, CA"
2018-12-31,559641.0,"Santa Maria, CA",558247.731541275,2374.378222722824,"Santa Maria, CA"
2019-01-31,572946.0,"Santa Maria, CA",558049.9851151403,2380.606294117,"Santa Maria, CA"
2019-02-28,564386.0,"Santa Maria, CA",557205.3307103878,2382.027943921154,"Santa Maria, CA"
2019-03-31,564482.0,"Santa Maria, CA",557019.5005436816,2377.772815056748,"Santa Maria, CA"
2019-04-30,552566.0,"Santa Maria, CA",557870.8335246509,2371.2189583802774,"Santa Maria, CA"
2019-05-31,553696.0,"Santa Maria, CA",558904.510783184,2396.761486410337,"Santa Maria, CA"
2019-06-30,556939.0,"Santa Maria, CA",559519.5404330712,2424.7022285485245,"Santa Maria, CA"
2019-07-31,550386.0,"Santa Maria, CA",559745.6618439656,2449.7019351612007,"Santa Maria, CA"
2019-08-31,559655.0,"Santa Maria, CA",560952.7192445433,2458.0794995922734,"Santa Maria, CA"
2019-09-30,555579.0,"Santa Maria, CA",562074.5615195361,2458.484914389148,"Santa Maria, CA"
2019-10-31,564119.0,"Santa Maria, CA",563340.6602356107,2465.647383013772,"Santa Maria, CA"
2019-11-30,575135.0,"Santa Maria, CA",564355.959350695,2463.4980483798063,"Santa Maria, CA"
2019-12-31,581399.0,"Santa Maria, CA",565720.4663114265,2477.4432032738123,"Santa Maria, CA"
2020-01-31,589623.0,"Santa Maria, CA",569852.4648793606,2485.4880272968358,"Santa Maria, CA"
2020-02-29,585366.0,"Santa Maria, CA",576841.5649289238,2500.15715135345,"Santa Maria, CA"
2020-03-31,584982.0,"Santa Maria, CA",585946.5716776251,2494.263334264615,"Santa Maria, CA"
2020-04-30,561819.0,"Santa Maria, CA",593837.5485278909,2502.4861421928745,"Santa Maria, CA"
2020-05-31,540911.0,"Santa Maria, CA",598400.2859851308,2498.9458676305426,"Santa Maria, CA"
2020-06-30,544918.0,"Santa Maria, CA",600244.5136038852,2534.095363555609,"Santa Maria, CA"
2020-07-31,578212.0,"Santa Maria, CA",601689.5725202733,2558.43521087766,"Santa Maria, CA"
2020-08-31,633964.0,"Santa Maria, CA",606809.4924778487,2590.044371769964,"Santa Maria, CA"
2020-09-30,691261.0,"Santa Maria, CA",616484.9529000251,2584.1593907703614,"Santa Maria, CA"
